,lat,lon,activity
422,-43.591512786224484,172.5690738670528,activity_21767060640.gpx
423,-43.591543547809124,172.5690783932805,activity_21767060640.gpx
424,-43.59157078899443,172.56907504051924,activity_21767060640.gpx
425,-43.591594928875566,172.56908032111824,activity_21767060640.gpx
426,-43.591620828956366,172.56908115930855,activity_21767060640.gpx
427,-43.59164195135236,172.56908493116498,activity_21767060640.gpx
428,-43.5916605591774,172.5690944865346,activity_21767060640.gpx
429,-43.59169383533299,172.56909515708685,activity_21767060640.gpx
430,-43.59171730466187,172.56909389980137,activity_21767060640.gpx
431,-43.59173742122948,172.5691016111523,activity_21767060640.gpx
432,-43.59176860190928,172.56910353899002,activity_21767060640.gpx
433,-43.59179391525686,172.56910077296197,activity_21767060640.gpx
434,-43.59181470237672,172.56910362280905,activity_21767060640.gpx
435,-43.59184546396136,172.56910697557032,activity_21767060640.gpx
436,-43.59187086112797,172.56911074742675,activity_21767060640.gpx
437,-43.59189139679074,172.56911317817867,activity_21767060640.gpx
438,-43.59191872179508,172.56911871023476,activity_21767060640.gpx
439,-43.59194252640009,172.56911753676832,activity_21767060640.gpx
440,-43.59196214005351,172.56912918761373,activity_21767060640.gpx
441,-43.59199181199074,172.56913145072758,activity_21767060640.gpx
442,-43.59201536513865,172.56913539022207,activity_21767060640.gpx
443,-43.59203380532563,172.56914620287716,activity_21767060640.gpx
444,-43.59206263907254,172.56916288286448,activity_21767060640.gpx
445,-43.592089377343655,172.56915651261806,activity_21767060640.gpx
446,-43.59210832044482,172.5691627152264,activity_21767060640.gpx
447,-43.59213639982045,172.56916673853993,activity_21767060640.gpx
448,-43.592163641005754,172.56915969774127,activity_21767060640.gpx
